0.0e0 0.0e0 0.0e0 0.0e0
2.0e-2 0.0e0 0.0e0 0.0e0
4.0e-2 0.0e0 0.0e0 0.0e0
6.0e-2 0.0e0 0.0e0 0.0e0
8.0e-2 0.0e0 0.0e0 0.0e0
1.0e-1 0.0e0 0.0e0 0.0e0
1.2e-1 0.0e0 0.0e0 0.0e0
1.4e-1 0.0e0 0.0e0 0.0e0
1.6e-1 0.0e0 0.0e0 0.0e0
1.8e-1 0.0e0 0.0e0 0.0e0
2.0e-1 0.0e0 0.0e0 0.0e0
2.2e-1 0.0e0 0.0e0 0.0e0
2.4e-1 0.0e0 0.0e0 0.0e0
2.6e-1 0.0e0 0.0e0 0.0e0
2.8e-1 0.0e0 0.0e0 0.0e0
3.0e-1 0.0e0 0.0e0 0.0e0
3.2e-1 0.0e0 0.0e0 0.0e0
3.4e-1 0.0e0 0.0e0 0.0e0
3.6e-1 0.0e0 0.0e0 0.0e0
3.8e-1 0.0e0 0.0e0 0.0e0
4.0e-1 0.0e0 0.0e0 0.0e0
4.2e-1 0.0e0 0.0e0 0.0e0
4.4e-1 0.0e0 0.0e0 0.0e0
4.6e-1 0.0e0 0.0e0 0.0e0
4.8e-1 0.0e0 0.0e0 0.0e0
5.0e-1 0.0e0 0.0e0 0.0e0
5.2e-1 0.0e0 0.0e0 0.0e0
5.4e-1 0.0e0 0.0e0 0.0e0
5.6e-1 0.0e0 0.0e0 0.0e0
5.8e-1 0.0e0 0.0e0 0.0e0
6.0e-1 0.0e0 0.0e0 0.0e0
6.2e-1 0.0e0 0.0e0 0.0e0
6.4e-1 0.0e0 0.0e0 0.0e0
6.6e-1 0.0e0 0.0e0 0.0e0
6.8e-1 0.0e0 0.0e0 0.0e0
7.0e-1 0.0e0 0.0e0 0.0e0
7.2e-1 0.0e0 0.0e0 0.0e0
7.4e-1 0.0e0 0.0e0 0.0e0
7.6e-1 0.0e0 0.0e0 0.0e0
7.8e-1 0.0e0 0.0e0 0.0e0
8.0e-1 0.0e0 0.0e0 0.0e0
8.2e-1 0.0e0 0.0e0 0.0e0
8.4e-1 0.0e0 0.0e0 0.0e0
8.6e-1 0.0e0 0.0e0 0.0e0
8.8e-1 0.0e0 0.0e0 0.0e0
9.0e-1 0.0e0 0.0e0 0.0e0
9.2e-1 0.0e0 0.0e0 0.0e0
9.4e-1 0.0e0 0.0e0 0.0e0
9.6e-1 0.0e0 0.0e0 0.0e0
9.8e-1 0.0e0 0.0e0 0.0e0
1.0e0 0.0e0 0.0e0 0.0e0

0.0e0 2.0e-2 0.0e0 0.0e0
2.0e-2 2.0e-2 4.8387e0 4.8387e0
4.0e-2 2.0e-2 6.8456e0 6.8456e0
6.0e-2 2.0e-2 8.3876e0 8.3876e0
8.0e-2 2.0e-2 9.689e0 9.689e0
1.0e-1 2.0e-2 1.0837e1 1.0837e1
1.2e-1 2.0e-2 1.1876e1 1.1876e1
1.4e-1 2.0e-2 1.28328e1 1.28328e1
1.6e-1 2.0e-2 1.37244e1 1.37244e1
1.8e-1 2.0e-2 1.45627e1 1.45627e1
2.0e-1 2.0e-2 1.53566e1 1.53566e1
2.2e-1 2.0e-2 1.61125e1 1.61125e1
2.4e-1 2.0e-2 1.68358e1 1.68358e1
2.6e-1 2.0e-2 1.75304e1 1.75304e1
2.8e-1 2.0e-2 1.81995e1 1.81995e1
3.0e-1 2.0e-2 1.88458e1 1.88458e1
3.2e-1 2.0e-2 1.94716e1 1.94716e1
3.4e-1 2.0e-2 2.0079e1 2.0079e1
3.6e-1 2.0e-2 2.06694e1 2.06694e1
3.8e-1 2.0e-2 2.12444e1 2.12444e1
4.0e-1 2.0e-2 2.18051e1 2.18051e1
4.2e-1 2.0e-2 2.23526e1 2.23526e1
4.4e-1 2.0e-2 2.28879e1 2.28879e1
4.6e-1 2.0e-2 2.34117e1 2.34117e1
4.8e-1 2.0e-2 2.39249e1 2.39249e1
5.0e-1 2.0e-2 2.44276e1 2.44276e1
5.2e-1 2.0e-2 2.49216e1 2.49216e1
5.4e-1 2.0e-2 2.54066e1 2.54066e1
