Power	500	525	550	575	600	625	650	675	700
1.00000000e+00	6.71155152e-02	6.26750139e-02	5.86097816e-02	5.48861304e-02	5.14726478e-02	4.83403916e-02	4.54629212e-02	4.28162262e-02	4.03785948e-02
1.38095238e+00	9.37550239e-02	8.74658988e-02	8.17194663e-02	7.64654231e-02	7.16571089e-02	6.72517540e-02	6.32104773e-02	5.94981342e-02	5.60830812e-02
1.76190476e+00	1.21039263e-01	1.12803338e-01	1.05293567e-01	9.84404015e-02	9.21796810e-02	8.64529136e-02	8.12071986e-02	7.63949491e-02	7.19735106e-02
2.14285714e+00	1.49007578e-01	1.38717881e-01	1.29355850e-01	1.20829605e-01	1.13054877e-01	1.05955277e-01	9.94620881e-02	9.35138083e-02	8.80555671e-02
2.52380952e+00	1.77703238e-01	1.65242872e-01	1.53932071e-01	1.43652996e-01	1.34298233e-01	1.25770987e-01	1.17984683e-01	1.10862238e-01	1.04335220e-01
2.90476190e+00	2.07173982e-01	1.92414812e-01	1.79050217e-01	1.66932118e-01	1.55926406e-01	1.45912992e-01	1.36785097e-01	1.28448184e-01	1.20818743e-01
3.28571429e+00	2.37472672e-01	2.20273780e-01	2.04740777e-01	1.90690270e-01	1.77957296e-01	1.66395116e-01	1.55874075e-01	1.46280043e-01	1.37512738e-01
3.66666667e+00	2.68658076e-01	2.48863928e-01	2.31037058e-01	2.14952709e-01	2.00410167e-01	1.87232149e-01	1.75263042e-01	1.64366698e-01	1.54424158e-01
4.04761905e+00	3.00795793e-01	2.78234069e-01	2.57975553e-01	2.39746882e-01	2.23305804e-01	2.08439939e-01	1.94964168e-01	1.82717563e-01	1.71560331e-01
4.42857143e+00	3.33959381e-01	3.08438374e-01	2.85596378e-01	2.65102698e-01	2.46666674e-01	2.30035497e-01	2.14990435e-01	2.01342621e-01	1.88928995e-01
4.80952381e+00	3.68231730e-01	3.39537211e-01	3.13943776e-01	2.91052841e-01	2.70517126e-01	2.52037123e-01	2.35355715e-01	2.20252477e-01	2.06538322e-01
5.19047619e+00	4.03706735e-01	3.71598145e-01	3.43066725e-01	3.17633131e-01	2.94883612e-01	2.74464539e-01	2.56074855e-01	2.39458412e-01	2.24396961e-01
5.57142857e+00	4.40491382e-01	4.04697168e-01	3.73019661e-01	3.44882960e-01	3.19794944e-01	2.97339048e-01	2.77163775e-01	2.58972443e-01	2.42514069e-01
5.95238095e+00	4.78708338e-01	4.38920192e-01	4.03863338e-01	3.72845789e-01	3.45282594e-01	3.20683717e-01	2.98639577e-01	2.78807391e-01	2.60899360e-01
6.33333333e+00	5.18499236e-01	4.74364903e-01	4.35665883e-01	4.01569759e-01	3.71381044e-01	3.44523579e-01	3.20520669e-01	2.98976958e-01	2.79563149e-01
6.71428571e+00	5.60028859e-01	5.11143069e-01	4.68504073e-01	4.31108400e-01	3.98128195e-01	3.68885873e-01	3.42826908e-01	3.19495812e-01	2.98516404e-01
7.09523810e+00	6.03490560e-01	5.49383453e-01	5.02464908e-01	4.61521501e-01	4.25565854e-01	3.93800324e-01	3.65579761e-01	3.40379685e-01	3.17770808e-01
7.47619048e+00	6.49113358e-01	5.89235525e-01	5.37647565e-01	4.92876155e-01	4.53740304e-01	4.19299461e-01	3.88802492e-01	3.61645478e-01	3.37338824e-01
7.85714286e+00	6.97171393e-01	6.30874268e-01	5.74165859e-01	5.25248043e-01	4.82702996e-01	4.45419001e-01	4.12520374e-01	3.83311392e-01	3.57233764e-01
8.23809524e+00	7.47996725e-01	6.74506466e-01	6.12151350e-01	5.58723012e-01	5.12511372e-01	4.72198289e-01	4.36760938e-01	4.05397063e-01	3.77469878e-01
8.61904762e+00	8.01996987e-01	7.20379088e-01	6.51757358e-01	5.93399049e-01	5.43229868e-01	4.99680829e-01	4.61554260e-01	4.27923726e-01	3.98062445e-01
9.00000000e+00	8.59680247e-01	7.68790648e-01	6.93164182e-01	6.29388759e-01	5.74931142e-01	5.27914915e-01	4.86933295e-01	4.50914401e-01	4.19027876e-01
9.38095238e+00	9.21690823e-01	8.20106918e-01	7.36586022e-01	6.66822532e-01	6.07697587e-01	5.56954387e-01	5.12934278e-01	4.74394106e-01	4.40383835e-01
9.76190476e+00	9.88862216e-01	8.74783164e-01	7.82280305e-01	7.05852624e-01	6.41623215e-01	5.86859547e-01	5.39597184e-01	4.98390103e-01	4.62149380e-01
1.01428571e+01	1.06229746e+00	9.33396431e-01	8.30560512e-01	7.46658520e-01	6.76816038e-01	6.17698280e-01	5.66966285e-01	5.22932191e-01	4.84345109e-01
1.05238095e+01	1.14349452e+00	9.96693835e-01	8.81814217e-01	7.89454067e-01	7.13401098e-01	6.49547428e-01	5.95090815e-01	5.48053036e-01	5.06993348e-01
1.09047619e+01	1.23454690e+00	1.06566734e+00	9.36529139e-01	8.34497170e-01	7.51524389e-01	6.82494508e-01	6.24025770e-01	5.73788573e-01	5.30118353e-01
1.12857143e+01	1.33846751e+00	1.14167427e+00	9.95331925e-01	8.82103244e-01	7.91358005e-01	7.16639861e-01	6.53832884e-01	6.00178471e-01	5.53746548e-01
1.16666667e+01	1.45969004e+00	1.22664063e+00	1.05904799e+00	9.32664333e-01	8.33107008e-01	7.52099400e-01	6.84581814e-01	6.27266695e-01	5.77906802e-01
