Power	0.10	2.09	4.07	6.06	8.04	10.03	12.01	14.00
-1.00000000e+00	3.49385160e+01	7.21742368e+02	1.39570474e+03	2.05743200e+03	2.70748525e+03	3.34638490e+03	3.97461465e+03	4.59262498e+03
-9.90012831e-01	3.56071364e+01	7.35356924e+02	1.42166832e+03	2.09519245e+03	2.75653062e+03	3.40623945e+03	4.04483535e+03	4.67279845e+03
-9.80025532e-01	3.62947303e+01	7.49348510e+02	1.44833418e+03	2.13395131e+03	2.80684458e+03	3.46760957e+03	4.11679781e+03	4.75492119e+03
-9.70038105e-01	3.70020060e+01	7.63730677e+02	1.47572666e+03	2.17374196e+03	2.85846808e+03	3.53054256e+03	4.19055463e+03	4.83905017e+03
-9.60050549e-01	3.77297041e+01	7.78517562e+02	1.50387107e+03	2.21459906e+03	2.91144359e+03	3.59508736e+03	4.26616012e+03	4.92524419e+03
-9.50062865e-01	3.84785997e+01	7.93723922e+02	1.53279380e+03	2.25655864e+03	2.96581512e+03	3.66129463e+03	4.34367041e+03	5.01356382e+03
-9.40075051e-01	3.92495040e+01	8.09365160e+02	1.56252230e+03	2.29965810e+03	3.02162831e+03	3.72921675e+03	4.42314343e+03	5.10407154e+03
-9.30087109e-01	4.00432662e+01	8.25457359e+02	1.59308518e+03	2.34393635e+03	3.07893049e+03	3.79890796e+03	4.50463902e+03	5.19683175e+03
-9.20099038e-01	4.08607757e+01	8.42017318e+02	1.62451223e+03	2.38943379e+03	3.13777072e+03	3.87042435e+03	4.58821899e+03	5.29191080e+03
-9.10110838e-01	4.17029644e+01	8.59062584e+02	1.65683449e+03	2.43619242e+03	3.19819988e+03	3.94382396e+03	4.67394713e+03	5.38937710e+03
-9.00122510e-01	4.25708089e+01	8.76611496e+02	1.69008432e+03	2.48425590e+03	3.26027070e+03	4.01916685e+03	4.76188929e+03	5.48930108e+03
-8.90134052e-01	4.34653332e+01	8.94683220e+02	1.72429543e+03	2.53366958e+03	3.32403789e+03	4.09651511e+03	4.85211346e+03	5.59175533e+03
-8.80145466e-01	4.43876114e+01	9.13297793e+02	1.75950296e+03	2.58448065e+03	3.38955815e+03	4.17593298e+03	4.94468978e+03	5.69681457e+03
-8.70156751e-01	4.53387700e+01	9.32476167e+02	1.79574355e+03	2.63673811e+03	3.45689027e+03	4.25748691e+03	5.03969063e+03	5.80455575e+03
-8.60167907e-01	4.63199919e+01	9.52240258e+02	1.83305539e+03	2.69049294e+03	3.52609518e+03	4.34124560e+03	5.13719069e+03	5.91505808e+03
-8.50178934e-01	4.73325187e+01	9.72612993e+02	1.87147831e+03	2.74579812e+03	3.59723607e+03	4.42728007e+03	5.23726696e+03	6.02840306e+03
-8.40189833e-01	4.83776547e+01	9.93618363e+02	1.91105384e+03	2.80270871e+03	3.67037842e+03	4.51566374e+03	5.33999887e+03	6.14467452e+03
-8.30200602e-01	4.94567704e+01	1.01528148e+03	1.95182530e+03	2.86128197e+03	3.74559009e+03	4.60647250e+03	5.44546826e+03	6.26395869e+03
-8.20211243e-01	5.05713062e+01	1.03762863e+03	1.99383787e+03	2.92157741e+03	3.82294141e+03	4.69978477e+03	5.55375950e+03	6.38634421e+03
-8.10221755e-01	5.17227769e+01	1.06068734e+03	2.03713866e+03	2.98365690e+03	3.90250526e+03	4.79568155e+03	5.66495952e+03	6.51192217e+03
-8.00232138e-01	5.29127757e+01	1.08448643e+03	2.08177685e+03	3.04758472e+03	3.98435712e+03	4.89424652e+03	5.77915782e+03	6.64078614e+03
-7.90242393e-01	5.41429794e+01	1.10905612e+03	2.12780372e+03	3.11342772e+03	4.06857519e+03	4.99556606e+03	5.89644659e+03	6.77303221e+03
-7.80252518e-01	5.54151530e+01	1.13442802e+03	2.17527277e+03	3.18125533e+03	4.15524045e+03	5.09972935e+03	6.01692068e+03	6.90875900e+03
-7.70262515e-01	5.67311553e+01	1.16063531e+03	2.22423982e+03	3.25113971e+03	4.24443673e+03	5.20682841e+03	6.14067767e+03	7.04806769e+03
-7.60272383e-01	5.80929442e+01	1.18771272e+03	2.27476309e+03	3.32315586e+03	4.33625080e+03	5.31695816e+03	6.26781791e+03	7.19106199e+03
-7.50282122e-01	5.95025837e+01	1.21569668e+03	2.32690336e+03	3.39738164e+03	4.43077247e+03	5.43021649e+03	6.39844455e+03	7.33784824e+03
-7.40291732e-01	6.09622491e+01	1.24462538e+03	2.38072398e+03	3.47389795e+03	4.52809462e+03	5.54670429e+03	6.53266355e+03	7.48853531e+03
-7.30301213e-01	6.24742352e+01	1.27453886e+03	2.43629109e+03	3.55278879e+03	4.62831332e+03	5.66652550e+03	6.67058372e+03	7.64323466e+03
-7.20310565e-01	6.40409627e+01	1.30547911e+03	2.49367363e+03	3.63414136e+03	4.73152786e+03	5.78978715e+03	6.81231670e+03	7.80206031e+03
-7.10319789e-01	6.56649865e+01	1.33749017e+03	2.55294353e+03	3.71804616e+03	4.83784085e+03	5.91659943e+03	6.95797700e+03	7.96512880e+03
-7.00328884e-01	6.73490045e+01	1.37061822e+03	2.61417580e+03	3.80459709e+03	4.94735829e+03	6.04707566e+03	7.10768199e+03	8.13255920e+03
-6.90337850e-01	6.90958653e+01	1.40491173e+03	2.67744866e+03	3.89389156e+03	5.06018959e+03	6.18133237e+03	7.26155188e+03	8.30447302e+03
-6.80346687e-01	7.09085791e+01	1.44042150e+03	2.74284362e+03	3.98603055e+03	5.17644765e+03	6.31948926e+03	7.41970969e+03	8.48099421e+03
-6.70355395e-01	7.27903272e+01	1.47720085e+03	2.81044567e+03	4.08111872e+03	5.29624893e+03	6.46166926e+03	7.58228125e+03	8.66224907e+03
-6.60363974e-01	7.47444729e+01	1.51530571e+03	2.88034336e+03	4.17926450e+03	5.41971342e+03	6.60799848e+03	7.74939513e+03	8.84836618e+03
-6.50372424e-01	7.67745730e+01	1.55479475e+03	2.95262893e+03	4.28058017e+03	5.54696474e+03	6.75860623e+03	7.92118259e+03	9.03947635e+03
-6.40380746e-01	7.88843901e+01	1.59572949e+03	3.02739844e+03	4.38518192e+03	5.67813015e+03	6.91362495e+03	8.09777754e+03	9.23571246e+03
-6.30388939e-01	8.10779058e+01	1.63817447e+03	3.10475187e+03	4.49318995e+03	5.81334051e+03	7.07319023e+03	8.27931642e+03	9.43720942e+03
-6.20397002e-01	8.33593343e+01	1.68219738e+03	3.18479328e+03	4.60472847e+03	5.95273032e+03	7.23744068e+03	8.46593813e+03	9.64410400e+03
-6.10404937e-01	8.57331370e+01	1.72786916e+03	3.26763090e+03	4.71992582e+03	6.09643772e+03	7.40651791e+03	8.65778389e+03	9.85653470e+03
-6.00412743e-01	8.82040386e+01	1.77526422e+03	3.35337722e+03	4.83891446e+03	6.24460440e+03	7.58056646e+03	8.85499723e+03	1.00746416e+04
-5.90420421e-01	9.07770431e+01	1.82446052e+03	3.44214912e+03	4.96183100e+03	6.39737559e+03	7.75973363e+03	9.05772361e+03	1.02985663e+04
-5.80427969e-01	9.34574512e+01	1.87553974e+03	3.53406797e+03	5.08881623e+03	6.55490000e+03	7.94416940e+03	9.26611050e+03	1.05284513e+04
-5.70435388e-01	9.62508793e+01	1.92858742e+03	3.62925970e+03	5.22001508e+03	6.71732971e+03	8.13402630e+03	9.48030708e+03	1.07644406e+04
-5.60442679e-01	9.91632778e+01	1.98369314e+03	3.72785486e+03	5.35557663e+03	6.88482006e+03	8.32945920e+03	9.70046406e+03	1.10066787e+04
-5.50449840e-01	1.02200953e+02	2.04095062e+03	3.82998870e+03	5.49565404e+03	7.05752954e+03	8.53062516e+03	9.92673345e+03	1.12553108e+04
-5.40456873e-01	1.05370585e+02	2.10045786e+03	3.93580121e+03	5.64040445e+03	7.23561963e+03	8.73768321e+03	1.01592684e+04	1.15104823e+04
-5.30463777e-01	1.08679255e+02	2.16231733e+03	4.04543712e+03	5.78998894e+03	7.41925460e+03	8.95079413e+03	1.03982228e+04	1.17723387e+04
-5.20470552e-01	1.12134463e+02	2.22663602e+03	4.15904593e+03	5.94457238e+03	7.60860131e+03	9.17012016e+03	1.06437510e+04	1.20410255e+04
-5.10477198e-01	1.15744154e+02	2.29352560e+03	4.27678185e+03	6.10432324e+03	7.80382898e+03	9.39582475e+03	1.08960080e+04	1.23166874e+04
-5.00483715e-01	1.19516743e+02	2.36310252e+03	4.39880377e+03	6.26941345e+03	8.00510890e+03	9.62807226e+03	1.11551482e+04	1.25994685e+04
-4.90490103e-01	1.23461138e+02	2.43548805e+03	4.52527516e+03	6.44001816e+03	8.21261417e+03	9.86702758e+03	1.14213259e+04	1.28895116e+04
