1552.000000	1.638784	1.018032
1552.010000	1.634051	1.015092
1552.020000	1.635316	1.015877
1552.030000	1.639723	1.018615
1552.040000	1.640392	1.019031
1552.050000	1.628955	1.011926
1552.060000	1.628898	1.011890
1552.070000	1.631852	1.013725
1552.080000	1.631168	1.013300
1552.090000	1.635230	1.015824
1552.100000	1.635459	1.015966
1552.110000	1.639467	1.018456
1552.120000	1.638985	1.018157
1552.130000	1.641323	1.019609
1552.140000	1.642875	1.020573
1552.150000	1.648848	1.024283
1552.160000	1.655877	1.028650
1552.170000	1.651642	1.026019
1552.180000	1.644948	1.021861
1552.190000	1.651222	1.025758
1552.200000	1.651575	1.025978
1552.210000	1.650174	1.025107
1552.220000	1.650733	1.025455
1552.230000	1.651920	1.026192
1552.240000	1.654646	1.027885
1552.250000	1.651495	1.025928
1552.260000	1.651300	1.025807
1552.270000	1.658822	1.030479
1552.280000	1.658641	1.030367
1552.290000	1.658729	1.030422
1552.300000	1.657329	1.029552
1552.310000	1.654126	1.027562
1552.320000	1.653585	1.027226
1552.330000	1.652997	1.026861
1552.340000	1.665667	1.034732
1552.350000	1.660085	1.031264
1552.360000	1.658314	1.030164
1552.370000	1.658883	1.030517
1552.380000	1.654568	1.027837
1552.390000	1.648787	1.024245
1552.400000	1.657549	1.029688
1552.410000	1.657520	1.029671
1552.420000	1.651245	1.025772
1552.430000	1.651616	1.026003
1552.440000	1.655952	1.029009
1552.450000	1.657784	1.030147
1552.460000	1.656096	1.029098
1552.470000	1.658285	1.030459
1552.480000	1.664093	1.034068
1552.490000	1.655582	1.028779
1552.500000	1.661773	1.032626
1552.510000	1.659017	1.030913
1552.520000	1.663612	1.033768
1552.530000	1.661540	1.032481
1552.540000	1.668491	1.036800
1552.550000	1.663388	1.033629
1552.560000	1.663785	1.033876
1552.570000	1.658990	1.030896
1552.580000	1.659284	1.031079
1552.590000	1.659052	1.030935
1552.600000	1.661592	1.032514
1552.610000	1.653004	1.027177
1552.620000	1.662855	1.033298
1552.630000	1.667675	1.036294
1552.640000	1.662083	1.032819
1552.650000	1.661342	1.032358
1552.660000	1.662657	1.033175
1552.670000	1.661998	1.032765
1552.680000	1.662150	1.032860
1552.690000	1.664015	1.034019
1552.700000	1.666271	1.035421
1552.710000	1.666241	1.035402
1552.720000	1.672626	1.039370
1552.730000	1.667242	1.036024
1552.740000	1.670798	1.038234
1552.750000	1.674908	1.040788
1552.760000	1.676872	1.042009
1552.770000	1.678932	1.043289
1552.780000	1.681189	1.044691
1552.790000	1.678457	1.042993
1552.800000	1.678495	1.043017
1552.810000	1.679406	1.043583
1552.820000	1.683716	1.046261
1552.830000	1.682038	1.045218
1552.840000	1.679800	1.043828
