Power	350	375	400	425	450	475	500	525	550
1.00000000e+00	2.18213785e+03	1.96829438e+03	1.78179867e+03	1.61871435e+03	1.47564259e+03	1.34968829e+03	1.23840259e+03	1.13972039e+03	1.05190117e+03
1.23201456e+00	2.73206813e+03	2.45914940e+03	2.22214440e+03	2.01566402e+03	1.83510846e+03	1.67660072e+03	1.53689209e+03	1.41326546e+03	1.30344726e+03
1.46402912e+00	3.30135803e+03	2.96487309e+03	2.67400897e+03	2.42161961e+03	2.20168055e+03	2.00917079e+03	1.83992472e+03	1.69048852e+03	1.55799394e+03
1.69604368e+00	3.89175516e+03	3.48662672e+03	3.13817197e+03	2.83711093e+03	2.57572365e+03	2.34765302e+03	2.14768037e+03	1.97151831e+03	1.81563441e+03
1.92805825e+00	4.50526944e+03	4.02572256e+03	3.61550072e+03	3.26271954e+03	2.95763362e+03	2.69232088e+03	2.46035069e+03	2.25649097e+03	2.07646666e+03
2.16007281e+00	5.14422980e+03	4.58365195e+03	4.10696441e+03	3.69908598e+03	3.34784112e+03	3.04346880e+03	2.77814021e+03	2.54555071e+03	2.34059378e+03
2.39208737e+00	5.81135714e+03	5.16212060e+03	4.61365131e+03	4.14691830e+03	3.74681596e+03	3.40141445e+03	3.10126753e+03	2.83885044e+03	2.60812437e+03
2.62410193e+00	6.50985973e+03	5.76309299e+03	5.13678974e+03	4.60700229e+03	4.15507224e+03	3.76650134e+03	3.42996671e+03	3.13655254e+03	2.87917293e+03
2.85611649e+00	7.24355987e+03	6.38884926e+03	5.67777412e+03	5.08021368e+03	4.57317424e+03	4.13910181e+03	3.76448882e+03	3.43882966e+03	3.15386031e+03
3.08813105e+00	8.01706500e+03	7.04205882e+03	6.23819742e+03	5.56753301e+03	5.00174348e+03	4.51962050e+03	4.10510371e+03	3.74586566e+03	3.43231424e+03
3.32014561e+00	8.83600339e+03	7.72587722e+03	6.81989208e+03	6.07006364e+03	5.44146705e+03	4.90849835e+03	4.45210198e+03	4.05785665e+03	3.71466986e+03
3.55216017e+00	9.70735632e+03	8.44407571e+03	7.42498241e+03	6.58905403e+03	5.89310750e+03	5.30621721e+03	4.80579730e+03	4.37501215e+03	4.00107032e+03
3.78417474e+00	1.06399381e+04	9.20121778e+03	8.05595235e+03	7.12592531e+03	6.35751484e+03	5.71330536e+03	5.16652896e+03	4.69755636e+03	4.29166746e+03
4.01618930e+00	1.16451109e+04	1.00029052e+04	8.71573463e+03	7.68230598e+03	6.83564091e+03	6.13034382e+03	5.53466488e+03	5.02572965e+03	4.58662260e+03
4.24820386e+00	1.27378852e+04	1.08561293e+04	9.40783006e+03	8.26007599e+03	7.32855707e+03	6.55797400e+03	5.91060511e+03	5.35979021e+03	4.88610728e+03
4.48021842e+00	1.39386848e+04	1.17697873e+04	1.01364702e+04	8.86142345e+03	7.83747591e+03	6.99690666e+03	6.29478576e+03	5.70001594e+03	5.19030430e+03
4.71223298e+00	1.52763109e+04	1.27554675e+04	1.09068441e+04	9.48891877e+03	8.36377829e+03	7.44793275e+03	6.68768369e+03	6.04670659e+03	5.49940867e+03
4.94424754e+00	1.67932014e+04	1.38286928e+04	1.17254231e+04	1.01456131e+04	8.90904734e+03	7.91193645e+03	7.08982201e+03	6.40018621e+03	5.81362883e+03
5.17626210e+00	1.85553533e+04	1.50109895e+04	1.26004389e+04	1.08351714e+04	9.47511175e+03	8.38991109e+03	7.50177645e+03	6.76080595e+03	6.13318792e+03
5.40827667e+00	2.06721914e+04	1.63335438e+04	1.35426144e+04	1.15620565e+04	1.00641016e+04	8.88297866e+03	7.92418304e+03	7.12894734e+03	6.45832530e+03
5.64029123e+00	2.33366084e+04	1.78441840e+04	1.45663284e+04	1.23317899e+04	1.06785216e+04	9.39241408e+03	8.35774716e+03	7.50502601e+03	6.78929822e+03
5.87230579e+00	2.68759831e+04	1.96221261e+04	1.56915727e+04	1.31513313e+04	1.13213482e+04	9.91967553e+03	8.80325450e+03	7.88949606e+03	7.12638368e+03
6.10432035e+00	3.14769311e+04	2.18136348e+04	1.69474648e+04	1.40296512e+04	1.19961624e+04	1.04664431e+04	9.26158424e+03	8.28285523e+03	7.46988066e+03
6.33633491e+00	3.60462695e+04	2.47356258e+04	1.83791256e+04	1.49786296e+04	1.27073329e+04	1.10346681e+04	9.73372524e+03	8.68565086e+03	7.82011258e+03
6.56834947e+00	3.95441852e+04	2.92273591e+04	2.00628339e+04	1.60145389e+04	1.34602776e+04	1.16266380e+04	1.02207959e+04	9.09848703e+03	8.17743014e+03
6.80036403e+00	4.21819937e+04	3.61851156e+04	2.21457504e+04	1.71606489e+04	1.42618468e+04	1.22450619e+04	1.07240688e+04	9.52203308e+03	8.54221466e+03
7.03237859e+00	4.42820696e+04	4.14310043e+04	2.49845601e+04	1.84521917e+04	1.51209056e+04	1.28931863e+04	1.12450020e+04	9.95703373e+03	8.91488188e+03
7.26439316e+00	4.60329555e+04	4.46809700e+04	3.00378356e+04	1.99469315e+04	1.60492575e+04	1.35749549e+04	1.17852785e+04	1.04043215e+04	9.29588643e+03
7.49640772e+00	4.75417982e+04	4.70388689e+04	4.21173082e+04	2.17516182e+04	1.70631879e+04	1.42952342e+04	1.23468574e+04	1.08648314e+04	9.68572705e+03
7.72842228e+00	4.88733912e+04	4.89170464e+04	4.69321103e+04	2.41082668e+04	1.81862243e+04	1.50601425e+04	1.29320410e+04	1.13396200e+04	1.00849528e+04
7.96043684e+00	5.00694948e+04	5.04950023e+04	4.97107541e+04	2.78939299e+04	1.94545268e+04	1.58775449e+04	1.35435636e+04	1.18298875e+04	1.04941703e+04
8.19245140e+00	5.11585040e+04	5.18661360e+04	5.17652383e+04	4.86023389e+04	2.09287892e+04	1.67578304e+04	1.41847138e+04	1.23370072e+04	1.09140526e+04
8.42446596e+00	5.21605857e+04	5.30853085e+04	5.34320096e+04	5.22479004e+04	2.27258392e+04	1.77151942e+04	1.48595020e+04	1.28625617e+04	1.13453494e+04
8.65648052e+00	5.30905803e+04	5.41875891e+04	5.48522758e+04	5.45635083e+04	2.51343569e+04	1.87698951e+04	1.55729020e+04	1.34083898e+04	1.17889002e+04
8.88849508e+00	5.39597327e+04	5.51968261e+04	5.60999025e+04	5.63472861e+04	5.45367025e+04	1.99525738e+04	1.63312040e+04	1.39766484e+04	1.22456496e+04
9.12050965e+00	5.47767743e+04	5.61300186e+04	5.72188360e+04	5.78290065e+04	5.72891793e+04	2.13135214e+04	1.71425541e+04	1.45698939e+04	1.27166663e+04
9.35252421e+00	5.55486254e+04	5.69997400e+04	5.82375493e+04	5.91115260e+04	5.92332682e+04	5.61609285e+04	1.80178138e+04	1.51911927e+04	1.32031677e+04
9.58453877e+00	5.62808690e+04	5.78155708e+04	5.91756489e+04	6.02509480e+04	6.07929035e+04	5.99008745e+04	1.89720059e+04	1.58442750e+04	1.37065492e+04
9.81655333e+00	5.69780779e+04	5.85849922e+04	6.00472683e+04	6.12816658e+04	6.21182205e+04	6.20789886e+04	2.00269240e+04	1.65337522e+04	1.42284235e+04
1.00485679e+01	5.76440475e+04	5.93139666e+04	6.08629664e+04	6.22264760e+04	6.32825717e+04	6.37396116e+04	6.23063778e+04	1.72654356e+04	1.47706700e+04
1.02805825e+01	5.82819650e+04	6.00073292e+04	6.16308607e+04	6.31013619e+04	6.43280950e+04	6.51177221e+04	6.48672947e+04	1.80468195e+04	1.53355006e+04
1.05125970e+01	5.88945342e+04	6.06690602e+04	6.23573401e+04	6.39180161e+04	6.52815469e+04	6.63122559e+04	6.66633382e+04	6.41844488e+04	1.59255471e+04
1.07446116e+01	5.94840704e+04	6.13024785e+04	6.30475331e+04	6.46852817e+04	6.61611257e+04	6.73757425e+04	6.81073227e+04	6.75683723e+04	1.65439812e+04
1.09766261e+01	6.00525723e+04	6.19103830e+04	6.37056254e+04	6.54100288e+04	6.69798476e+04	6.83399342e+04	6.93383998e+04	6.95559651e+04	1.71946816e+04
1.12086407e+01	6.06017782e+04	6.24951585e+04	6.43350822e+04	6.60977133e+04	6.77473873e+04	6.92257118e+04	7.04234739e+04	7.10836635e+04	7.01210229e+04
1.14406553e+01	6.11332102e+04	6.30588542e+04	6.49388085e+04	6.67527493e+04	6.84711584e+04	7.00476483e+04	7.14007196e+04	7.23591852e+04	7.24053509e+04
1.16726698e+01	6.16482089e+04	6.36032459e+04	6.55192662e+04	6.73787649e+04	6.91569842e+04	7.08163772e+04	7.22943059e+04	7.34700859e+04	7.40424083e+04
1.19046844e+01	6.21479623e+04	6.41298830e+04	6.60785616e+04	6.79787821e+04	6.98095330e+04	7.15399291e+04	7.31206540e+04	7.44629768e+04	7.53724826e+04
1.21366989e+01	6.26335278e+04	6.46401265e+04	6.66185126e+04	6.85553486e+04	7.04326125e+04	7.22245392e+04	7.38915086e+04	7.53661156e+04	7.65142688e+04
1.23687135e+01	6.31058516e+04	6.51351790e+04	6.71407003e+04	6.91106341e+04	7.10293747e+04	7.28751590e+04	7.46156040e+04	7.61981380e+04	7.75257525e+04
1.26007281e+01	6.35657836e+04	6.56161085e+04	6.76465088e+04	6.96465039e+04	7.16024618e+04	7.34957955e+04	7.52996391e+04	7.69720862e+04	7.84403574e+04
1.28327426e+01	6.40140909e+04	6.60838688e+04	6.81371582e+04	7.01645741e+04	7.21541138e+04	7.40897437e+04	7.59488813e+04	7.76975004e+04	7.92794016e+04
1.30647572e+01	6.44514677e+04	6.65393150e+04	6.86137296e+04	7.06662559e+04	7.26862482e+04	7.46597503e+04	7.65675583e+04	7.83816035e+04	8.00574534e+04
1.32967718e+01	6.48785450e+04	6.69832175e+04	6.90771860e+04	7.11527892e+04	7.32005209e+04	7.52081325e+04	7.71591229e+04	7.90300158e+04	8.07849815e+04
1.35287863e+01	6.52958978e+04	6.74162726e+04	6.95283896e+04	7.16252703e+04	7.36983727e+04	7.57368655e+04	7.77264365e+04	7.96472098e+04	8.14698025e+04
1.37608009e+01	6.57040522e+04	6.78391121e+04	6.99681155e+04	7.20846737e+04	7.41810664e+04	7.62476489e+04	7.82719012e+04	8.02368123e+04	8.21179322e+04
1.39928154e+01	6.61034902e+04	6.82523114e+04	7.03970632e+04	7.25318698e+04	7.46497154e+04	7.67419567e+04	7.87975557e+04	8.08018108e+04	8.27341155e+04
1.42248300e+01	6.64946552e+04	6.86563960e+04	7.08158668e+04	7.29676400e+04	7.51053076e+04	7.72210771e+04	7.93051474e+04	8.13447005e+04	8.33221707e+04
1.44568446e+01	6.68779558e+04	6.90518471e+04	7.12251028e+04	7.33926885e+04	7.55487235e+04	7.76861431e+04	7.97961872e+04	8.18675894e+04	8.38852243e+04
1.46888591e+01	6.72537696e+04	6.94391069e+04	7.16252971e+04	7.38076524e+04	7.59807519e+04	7.81381576e+04	8.02719913e+04	8.23722776e+04	8.44258727e+04
1.49208737e+01	6.76224461e+04	6.98185826e+04	7.20169309e+04	7.42131104e+04	7.64021028e+04	7.85780125e+04	8.07337145e+04	8.28603161e+04	8.49463003e+04
1.51528882e+01	6.79843097e+04	7.01906499e+04	7.24004458e+04	7.46095896e+04	7.68134174e+04	7.90065058e+04	8.11823764e+04	8.33330521e+04	8.54483645e+04
1.53849028e+01	6.83396620e+04	7.05556566e+04	7.27762482e+04	7.49975719e+04	7.72152774e+04	7.94243540e+04	8.16188822e+04	8.37916643e+04	8.59336600e+04
1.56169174e+01	6.86887839e+04	7.09139254e+04	7.31447128e+04	7.53774992e+04	7.76082121e+04	7.98322038e+04	8.20440399e+04	8.42371910e+04	8.64035678e+04
