1.00000000e+00	2.41816044e+00	2.41816044e+00	2.41110396e+00	2.42830205e+00	2.41399145e+00	2.41477776e+00	2.41143632e+00	2.40944242e+00	2.42742777e+00	2.41606855e+00	2.41630077e+00	2.42654037e+00	2.42371655e+00	2.40952110e+00	2.41857314e+00	2.41524887e+00	2.41255260e+00	2.40413880e+00	2.41332626e+00	2.41791892e+00
2.00000000e+00	2.41792750e+00	2.41792750e+00	2.41092992e+00	2.42785215e+00	2.41370583e+00	2.41453576e+00	2.41124463e+00	2.40928221e+00	2.42703462e+00	2.41568375e+00	2.41609550e+00	2.42590380e+00	2.42324519e+00	2.40937066e+00	2.41818118e+00	2.41499758e+00	2.41236997e+00	2.40397358e+00	2.41311646e+00	2.41756749e+00
3.00000000e+00	2.41763902e+00	2.41763902e+00	2.41071963e+00	2.42729926e+00	2.41335344e+00	2.41423941e+00	2.41100693e+00	2.40908623e+00	2.42655110e+00	2.41522312e+00	2.41583920e+00	2.42512512e+00	2.42267108e+00	2.40918565e+00	2.41769624e+00	2.41469264e+00	2.41213870e+00	2.40377021e+00	2.41285658e+00	2.41713428e+00
4.00000000e+00	2.41734362e+00	2.41734362e+00	2.41050076e+00	2.42673182e+00	2.41299438e+00	2.41393495e+00	2.41076159e+00	2.40888023e+00	2.42604852e+00	2.41475606e+00	2.41557550e+00	2.42433429e+00	2.42208624e+00	2.40898991e+00	2.41719413e+00	2.41437554e+00	2.41190386e+00	2.40356588e+00	2.41258645e+00	2.41668749e+00
5.00000000e+00	2.41704798e+00	2.41704798e+00	2.41028380e+00	2.42616963e+00	2.41264248e+00	2.41363168e+00	2.41051650e+00	2.40867662e+00	2.42554927e+00	2.41430211e+00	2.41531420e+00	2.42357159e+00	2.42151237e+00	2.40879726e+00	2.41670132e+00	2.41406059e+00	2.41166854e+00	2.40336156e+00	2.41231799e+00	2.41623688e+00
6.00000000e+00	2.41675782e+00	2.41675782e+00	2.41007018e+00	2.42561889e+00	2.41230154e+00	2.41333437e+00	2.41027570e+00	2.40847349e+00	2.42505741e+00	2.41386628e+00	2.41505361e+00	2.42283392e+00	2.42095447e+00	2.40861082e+00	2.41621947e+00	2.41375136e+00	2.41143513e+00	2.40316296e+00	2.41205239e+00	2.41580105e+00
7.00000000e+00	2.41647148e+00	2.41647148e+00	2.40986204e+00	2.42508125e+00	2.41196680e+00	2.41304421e+00	2.41003871e+00	2.40827465e+00	2.42457414e+00	2.41344595e+00	2.41479635e+00	2.42212749e+00	2.42041111e+00	2.40842509e+00	2.41575098e+00	2.41344547e+00	2.41120744e+00	2.40297008e+00	2.41178799e+00	2.41538310e+00
8.00000000e+00	2.41618609e+00	2.41618609e+00	2.40965772e+00	2.42455530e+00	2.41164017e+00	2.41276026e+00	2.40980768e+00	2.40807748e+00	2.42410040e+00	2.41303849e+00	2.41454315e+00	2.42144608e+00	2.41988444e+00	2.40824437e+00	2.41529346e+00	2.41314268e+00	2.41098380e+00	2.40278125e+00	2.41152382e+00	2.41497803e+00
9.00000000e+00	2.41590977e+00	2.41590977e+00	2.40945673e+00	2.42404032e+00	2.41132140e+00	2.41248369e+00	2.40957785e+00	2.40788293e+00	2.42363572e+00	2.41264296e+00	2.41429639e+00	2.42078996e+00	2.41937137e+00	2.40806675e+00	2.41484451e+00	2.41284418e+00	2.41076851e+00	2.40259719e+00	2.41125536e+00	2.41458178e+00
1.00000000e+01	2.41563702e+00	2.41563702e+00	2.40925741e+00	2.42353868e+00	2.41100955e+00	2.41221333e+00	2.40935421e+00	2.40769005e+00	2.42317581e+00	2.41225886e+00	2.41405249e+00	2.42015719e+00	2.41887259e+00	2.40789056e+00	2.41440582e+00	2.41254997e+00	2.41056061e+00	2.40241575e+00	2.41098642e+00	2.41419315e+00
