1.00000000e+00	2.40451479e+00	2.40451479e+00	2.41851735e+00	2.41563225e+00	2.41601968e+00	2.40936542e+00	2.41639781e+00	2.42180586e+00	2.41758347e+00	2.42195940e+00	2.41177249e+00	2.41917992e+00	2.40870523e+00	2.40828896e+00	2.40978909e+00	2.40731597e+00	2.41644335e+00	2.41307783e+00	2.41380668e+00	2.40998244e+00
2.00000000e+00	2.40443969e+00	2.40443969e+00	2.41824245e+00	2.41539288e+00	2.41584778e+00	2.40922070e+00	2.41617274e+00	2.42136097e+00	2.41730404e+00	2.42155743e+00	2.41161370e+00	2.41888666e+00	2.40849805e+00	2.40815353e+00	2.40966630e+00	2.40719867e+00	2.41619015e+00	2.41291618e+00	2.41361976e+00	2.40982866e+00
3.00000000e+00	2.40434575e+00	2.40434575e+00	2.41790318e+00	2.41509438e+00	2.41563439e+00	2.40904498e+00	2.41589928e+00	2.42081642e+00	2.41696930e+00	2.42106271e+00	2.41141343e+00	2.41852665e+00	2.40824485e+00	2.40798569e+00	2.40951896e+00	2.40705156e+00	2.41587639e+00	2.41271544e+00	2.41338992e+00	2.40963745e+00
4.00000000e+00	2.40424800e+00	2.40424800e+00	2.41755247e+00	2.41478753e+00	2.41541195e+00	2.40885901e+00	2.41560936e+00	2.42026329e+00	2.41663480e+00	2.42055702e+00	2.41120911e+00	2.41815424e+00	2.40798712e+00	2.40781021e+00	2.40936470e+00	2.40690255e+00	2.41555405e+00	2.41250896e+00	2.41315293e+00	2.40943623e+00
5.00000000e+00	2.40414953e+00	2.40414953e+00	2.41720510e+00	2.41448426e+00	2.41518974e+00	2.40867662e+00	2.41530538e+00	2.41971779e+00	2.41630912e+00	2.42005420e+00	2.41100574e+00	2.41778469e+00	2.40773153e+00	2.40764213e+00	2.40921164e+00	2.40675044e+00	2.41523719e+00	2.41230202e+00	2.41291356e+00	2.40922952e+00
6.00000000e+00	2.40405416e+00	2.40405416e+00	2.41686511e+00	2.41418767e+00	2.41497254e+00	2.40849590e+00	2.41499782e+00	2.41918898e+00	2.41599894e+00	2.41955900e+00	2.41080642e+00	2.41742206e+00	2.40747833e+00	2.40747070e+00	2.40905976e+00	2.40660381e+00	2.41492844e+00	2.41209745e+00	2.41267872e+00	2.40902233e+00
7.00000000e+00	2.40396118e+00	2.40396118e+00	2.41653371e+00	2.41389585e+00	2.41475582e+00	2.40831947e+00	2.41472816e+00	2.41867685e+00	2.41570044e+00	2.41907501e+00	2.41060853e+00	2.41706419e+00	2.40723157e+00	2.40730596e+00	2.40891147e+00	2.40645909e+00	2.41462493e+00	2.41189623e+00	2.41244864e+00	2.40882397e+00
8.00000000e+00	2.40386677e+00	2.40386677e+00	2.41620421e+00	2.41360879e+00	2.41453934e+00	2.40814567e+00	2.41446781e+00	2.41818190e+00	2.41541147e+00	2.41860175e+00	2.41041613e+00	2.41671634e+00	2.40699267e+00	2.40714312e+00	2.40876365e+00	2.40631390e+00	2.41432810e+00	2.41169906e+00	2.41222143e+00	2.40863919e+00
9.00000000e+00	2.40377402e+00	2.40377402e+00	2.41588616e+00	2.41332698e+00	2.41432953e+00	2.40797400e+00	2.41420937e+00	2.41769791e+00	2.41512728e+00	2.41814184e+00	2.41022420e+00	2.41637206e+00	2.40675950e+00	2.40698290e+00	2.40861559e+00	2.40617466e+00	2.41403627e+00	2.41150475e+00	2.41199970e+00	2.40846348e+00
1.00000000e+01	2.40368271e+00	2.40368271e+00	2.41557312e+00	2.41305304e+00	2.41412115e+00	2.40780544e+00	2.41395712e+00	2.41722989e+00	2.41485095e+00	2.41769862e+00	2.41003656e+00	2.41603518e+00	2.40653205e+00	2.40682673e+00	2.40847278e+00	2.40603590e+00	2.41375208e+00	2.41131163e+00	2.41178060e+00	2.40829515e+00
