1.00000000e+03	2.39936328e+00	2.39936328e+00	2.40190887e+00	2.40108800e+00	2.40277624e+00	2.40000367e+00	2.40200233e+00	2.40087938e+00	2.40228677e+00	2.40036941e+00	2.40122342e+00	2.40079308e+00	2.39847374e+00	2.40001059e+00	2.40111732e+00	2.39947510e+00	2.40150332e+00	2.40173006e+00	2.40133572e+00	2.39961338e+00
1.07692308e+03	2.39823413e+00	2.39823413e+00	2.39851880e+00	2.39792180e+00	2.39857006e+00	2.39814687e+00	2.39875174e+00	2.39803457e+00	2.39878821e+00	2.39661050e+00	2.39878654e+00	2.39558959e+00	2.39683509e+00	2.39814687e+00	2.39875412e+00	2.39768410e+00	2.39827347e+00	2.39885092e+00	2.39847350e+00	2.39744663e+00
1.15384615e+03	2.39795732e+00	2.39795732e+00	2.39758658e+00	2.39690328e+00	2.39705586e+00	2.39759350e+00	2.39782000e+00	2.39733887e+00	2.39767289e+00	2.39505124e+00	2.39815044e+00	2.39018655e+00	2.39608479e+00	2.39755177e+00	2.39808440e+00	2.39680886e+00	2.39711523e+00	2.39805031e+00	2.39772177e+00	2.39677191e+00
1.23076923e+03	2.39784288e+00	2.39784288e+00	2.39711976e+00	2.39617324e+00	2.39627075e+00	2.39728308e+00	2.39749455e+00	2.39699984e+00	2.39718294e+00	2.39356327e+00	2.39796066e+00	2.37984037e+00	2.39536214e+00	2.39725208e+00	2.39788628e+00	2.39618993e+00	2.39643168e+00	2.39777732e+00	2.39746976e+00	2.39634013e+00
1.30769231e+03	2.39776039e+00	2.39776039e+00	2.39658833e+00	2.39516377e+00	2.39548182e+00	2.39697790e+00	2.39732814e+00	2.39665794e+00	2.39684439e+00	2.39140701e+00	2.39788699e+00	2.34405708e+00	2.39448261e+00	2.39696002e+00	2.39781713e+00	2.39542770e+00	2.39576268e+00	2.39763451e+00	2.39729667e+00	2.39584923e+00
1.38461538e+03	2.39767504e+00	2.39767504e+00	2.39585638e+00	2.39334226e+00	2.39433074e+00	2.39663148e+00	2.39703536e+00	2.39622903e+00	2.39648938e+00	2.38745713e+00	2.39784479e+00	2.18921924e+00	2.39325809e+00	2.39655805e+00	2.39778376e+00	2.39434671e+00	2.39491630e+00	2.39752030e+00	2.39714003e+00	2.39518881e+00
1.46153846e+03	2.39757800e+00	2.39757800e+00	2.39481521e+00	2.38984990e+00	2.39234567e+00	2.39618731e+00	2.39684439e+00	2.39562798e+00	2.39603376e+00	2.37827516e+00	2.39780760e+00	1.92392731e+00	2.39145160e+00	2.39599013e+00	2.39776325e+00	2.39266157e+00	2.39326358e+00	2.39740133e+00	2.39692283e+00	2.39422703e+00
1.53846154e+03	2.39745474e+00	2.39745474e+00	2.39308357e+00	2.38112187e+00	2.38833904e+00	2.39557838e+00	2.39660740e+00	2.39469433e+00	2.39542174e+00	2.34827328e+00	2.39776897e+00	1.67669582e+00	2.38874578e+00	2.39511037e+00	2.39774466e+00	2.38966918e+00	2.39119983e+00	2.39727712e+00	2.39662147e+00	2.39267826e+00
1.61538462e+03	2.39731026e+00	2.39731026e+00	2.38991809e+00	2.34770131e+00	2.37840009e+00	2.39466262e+00	2.39629889e+00	2.39303422e+00	2.39454532e+00	2.21000123e+00	2.39772606e+00	1.67115140e+00	2.38407159e+00	2.39372683e+00	2.39772463e+00	2.38389611e+00	2.38776994e+00	2.39713669e+00	2.39621305e+00	2.38987446e+00
1.69230769e+03	2.39712214e+00	2.39712214e+00	2.38287616e+00	2.20173907e+00	2.34589219e+00	2.39322400e+00	2.39587855e+00	2.39008975e+00	2.39316559e+00	1.94894898e+00	2.39769077e+00	1.62503695e+00	2.37473989e+00	2.39102530e+00	2.39770126e+00	2.37145472e+00	2.38129616e+00	2.39696407e+00	2.39563870e+00	2.38398314e+00
