# Lambda = 1552.271, from VOA 0.44 to 0.49
# 20 loops, 21 samples, each 100 ms
1552.271	0.44	0.49
20	21	100
0.440000	1.528123	0.210242
0.442500	1.558109	0.210314
0.445000	1.575565	0.210332
0.447500	1.600166	0.210203
0.450000	1.611154	0.210177
0.452500	1.620603	0.210099
0.455000	1.636326	0.210079
0.457500	1.675657	0.210090
0.460000	1.680591	0.210096
0.462500	1.704779	0.210031
0.465000	1.742836	0.210115
0.467500	1.766226	0.210064
0.470000	1.791301	0.210114
0.472500	2.999445	0.210091
0.475000	3.005137	0.210124
0.477500	3.005054	0.210127
0.480000	3.009262	0.210155
0.482500	3.011028	0.210196
0.485000	3.012700	0.210219
0.487500	3.011804	0.210272
0.490000	3.014684	0.210201
0.440000	1.534705	0.210276
0.442500	1.555931	0.210243
0.445000	1.577880	0.210275
0.447500	1.600524	0.210219
0.450000	1.604958	0.210221
0.452500	1.629241	0.210179
0.455000	1.647087	0.210167
0.457500	1.664350	0.210194
0.460000	1.686770	0.210228
0.462500	1.724914	0.210210
0.465000	1.737693	0.210254
0.467500	1.772284	0.210169
0.470000	2.992304	0.210163
0.472500	2.994973	0.210202
0.475000	2.999695	0.210216
0.477500	3.000113	0.210233
0.480000	3.005124	0.210311
0.482500	3.003321	0.210149
0.485000	3.008949	0.210183
0.487500	3.012235	0.210176
0.490000	3.014726	0.210214
0.440000	1.524901	0.210193
0.442500	1.564171	0.210176
0.445000	1.575654	0.210119
0.447500	1.589653	0.209987
0.450000	1.608614	0.210079
0.452500	1.626104	0.210087
0.455000	1.644846	0.210080
0.457500	1.665259	0.210017
0.460000	1.682556	0.210026
0.462500	1.704118	0.210026
0.465000	1.735918	0.209980
0.467500	1.762409	0.209897
0.470000	1.794347	0.209993
0.472500	2.996621	0.209964
0.475000	3.001025	0.210004
0.477500	3.005658	0.209982
0.480000	3.007712	0.209956
0.482500	3.009842	0.209948
0.485000	3.012756	0.209976
0.487500	3.014088	0.209880
0.490000	3.017007	0.209895
0.440000	1.526991	0.209815
0.442500	1.561381	0.209888
0.445000	1.577186	0.209909
0.447500	1.603333	0.209864
0.450000	1.616351	0.209873
0.452500	1.630375	0.209917
0.455000	1.641904	0.209874
0.457500	1.660463	0.209899
0.460000	1.683573	0.209918
0.462500	1.704765	0.209977
0.465000	1.735762	0.209951
0.467500	1.772438	0.209951
0.470000	1.834597	0.209996
0.472500	3.002195	0.209986
0.475000	3.004223	0.210011
0.477500	3.005809	0.209957
0.480000	3.008130	0.209964
0.482500	3.010578	0.209924
0.485000	3.011696	0.209965
0.487500	3.013670	0.209967
0.490000	3.015720	0.209992
0.440000	1.525669	0.209887
0.442500	1.559619	0.209907
0.445000	1.576230	0.210010
0.447500	1.592226	0.209930
0.450000	1.611561	0.210046
0.452500	1.625049	0.210070
0.455000	1.645814	0.210164
0.457500	1.665114	0.210112
0.460000	1.695219	0.210110
0.462500	1.702638	0.210045
0.465000	1.732805	0.210166
0.467500	1.778337	0.210137
0.470000	1.803157	0.210081
0.472500	3.002173	0.210152
0.475000	3.007218	0.210064
0.477500	3.007204	0.210053
0.480000	3.008154	0.210097
0.482500	3.009821	0.210111
0.485000	3.011215	0.210033
0.487500	3.014457	0.210107
0.490000	3.016234	0.210101
0.440000	1.529495	0.210116
0.442500	1.564124	0.210106
0.445000	1.574434	0.210066
0.447500	1.590505	0.210096
0.450000	1.615879	0.210089
0.452500	1.638543	0.210086
0.455000	1.644923	0.210107
0.457500	1.673531	0.210112
0.460000	1.689640	0.210060
0.462500	1.721509	0.210095
0.465000	1.740872	0.209961
0.467500	1.763494	0.210012
0.470000	1.835551	0.209999
0.472500	3.003327	0.210033
0.475000	3.004848	0.209998
0.477500	3.007538	0.210022
0.480000	3.009243	0.210019
0.482500	3.010942	0.210018
0.485000	3.013492	0.210018
0.487500	3.016203	0.210074
0.490000	3.017886	0.210069
0.440000	1.530081	0.210113
0.442500	1.561269	0.210104
0.445000	1.577142	0.210029
0.447500	1.592689	0.210073
0.450000	1.609103	0.210059
0.452500	1.629352	0.209948
0.455000	1.642725	0.209888
0.457500	1.667675	0.210002
0.460000	1.693193	0.209985
0.462500	1.716001	0.210081
0.465000	1.742188	0.210047
0.467500	1.780004	0.210030
0.470000	1.819552	0.210055
0.472500	2.991644	0.210074
0.475000	2.994807	0.209938
0.477500	2.997030	0.210034
0.480000	2.999877	0.210026
0.482500	2.998243	0.210018
0.485000	3.005725	0.210047
0.487500	3.008439	0.210056
0.490000	3.007359	0.210086
0.440000	1.523793	0.210087
0.442500	1.552375	0.210103
0.445000	1.574686	0.210129
0.447500	1.591031	0.210114
0.450000	1.607878	0.210036
0.452500	1.624084	0.210110
0.455000	1.644724	0.210131
0.457500	1.663113	0.210102
0.460000	1.685818	0.210035
0.462500	1.714438	0.210031
0.465000	1.730757	0.210026
0.467500	1.775668	0.209999
0.470000	1.828453	0.210090
0.472500	2.990467	0.210049
0.475000	2.994223	0.210027
0.477500	2.997553	0.210068
0.480000	3.000202	0.209979
0.482500	3.000993	0.209998
0.485000	3.003592	0.210054
